Recording	Participant	Gender	Group	TOI	Interval	Media	Event_type	Validity	EventIndex	Start	Stop	Duration	AOI	Hit_proportion	FixationPointX	FixationPointY	Average_pupil_size
Recording090	ProVisioNET_study_214_06	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Partial	1	420	960	540			0,51581	0,02184	4,74107
Recording090	ProVisioNET_study_214_06	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	2	2499	2679	180			0,57443	0,29739	4,75582
Recording090	ProVisioNET_study_214_06	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	3	2779	4677	1899			0,4794	0,28215	4,80621
Recording090	ProVisioNET_study_214_06	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	4	4737	5117	380			0,75641	0,1226	4,6581
Recording090	ProVisioNET_study_214_06	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Partial	5	5217	6636	1419			0,60997	0,17502	4,58808
Recording090	ProVisioNET_study_214_06	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	6	6676	6876	200			0,4182	0,12849	4,73179
Recording090	ProVisioNET_study_214_06	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	7	6956	7176	220			0,38053	0,08904	4,55689
Recording090	ProVisioNET_study_214_06	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Partial	8	7196	7476	280			0,44095	0,02182	4,5303
Recording090	ProVisioNET_study_214_06	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	9	7616	7736	120			0,42714	0,02861	4,35847
Recording090	ProVisioNET_study_214_06	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	10	7756	8475	720			0,48298	0,06312	4,49934
Recording090	ProVisioNET_study_214_06	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	11	8535	8715	180			0,4341	0,08393	4,6012
Recording090	ProVisioNET_study_214_06	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	12	8735	10234	1499			0,47631	0,10729	4,56505
Recording090	ProVisioNET_study_214_06	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	13	10254	10734	480			0,45388	0,1787	4,62863
Recording090	ProVisioNET_study_214_06	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	14	10754	12313	1559			0,50187	0,17265	4,70094
Recording090	ProVisioNET_study_214_06	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	15	12333	12813	480			0,46388	0,10838	4,78593
Recording090	ProVisioNET_study_214_06	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	16	12933	14292	1359			0,50825	0,09862	4,7721
Recording090	ProVisioNET_study_214_06	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	17	14332	14512	180			0,6161	0,05881	4,60939
Recording090	ProVisioNET_study_214_06	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	18	14572	15171	600			0,56263	0,0758	4,70172
Recording090	ProVisioNET_study_214_06	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Partial	1	420	960	540		0	0,51581	0,02184	4,74107
Recording090	ProVisioNET_study_214_06	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	2	2499	2679	180		0	0,57443	0,29739	4,75582
Recording090	ProVisioNET_study_214_06	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	3	2779	4677	1899		0	0,4794	0,28215	4,80621
Recording090	ProVisioNET_study_214_06	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	4	4737	5117	380		0	0,75641	0,1226	4,6581
Recording090	ProVisioNET_study_214_06	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Partial	5	5217	6636	1419		0	0,60997	0,17502	4,58808
Recording090	ProVisioNET_study_214_06	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	6	6676	6876	200		0	0,4182	0,12849	4,73179
Recording090	ProVisioNET_study_214_06	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	7	6956	7176	220		0	0,38053	0,08904	4,55689
Recording090	ProVisioNET_study_214_06	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Partial	8	7196	7476	280		0	0,44095	0,02182	4,5303
Recording090	ProVisioNET_study_214_06	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	9	7616	7736	120		0	0,42714	0,02861	4,35847
Recording090	ProVisioNET_study_214_06	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	10	7756	8475	720		0	0,48298	0,06312	4,49934
Recording090	ProVisioNET_study_214_06	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	11	8535	8715	180		0	0,4341	0,08393	4,6012
Recording090	ProVisioNET_study_214_06	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	12	8735	10234	1499		0	0,47631	0,10729	4,56505
Recording090	ProVisioNET_study_214_06	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	13	10254	10734	480		0	0,45388	0,1787	4,62863
Recording090	ProVisioNET_study_214_06	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	14	10754	12313	1559		0	0,50187	0,17265	4,70094
Recording090	ProVisioNET_study_214_06	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	15	12333	12813	480		0	0,46388	0,10838	4,78593
Recording090	ProVisioNET_study_214_06	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	16	12933	14292	1359		0	0,50825	0,09862	4,7721
Recording090	ProVisioNET_study_214_06	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	17	14332	14512	180		0	0,6161	0,05881	4,60939
Recording090	ProVisioNET_study_214_06	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	18	14572	15171	600		0	0,56263	0,0758	4,70172
Recording090	ProVisioNET_study_214_06	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	19	16331	16490	160		0	0,38651	0,07394	4,59806
Recording090	ProVisioNET_study_214_06	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Partial	20	16650	16930	280		0	0,50114	0,11312	4,76092
Recording090	ProVisioNET_study_214_06	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	21	17610	17690	80		0	0,68068	0,30798	4,61393
Recording090	ProVisioNET_study_214_06	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	22	17750	17830	80		0	0,6555	0,36744	4,60565
Recording090	ProVisioNET_study_214_06	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	23	17990	18209	220		0	0,65894	0,45476	4,61228
Recording090	ProVisioNET_study_214_06	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	24	18229	18489	260		0	0,72921	0,46467	4,66779
Recording090	ProVisioNET_study_214_06	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	25	18529	18769	240	Classroom_Others	1	0,67955	0,65082	4,68861
Recording090	ProVisioNET_study_214_06	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	26	18829	18969	140	Classroom_Others	0,85717	0,60082	0,328	4,99493
Recording090	ProVisioNET_study_214_06	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Partial	27	19788	19888	100	Classroom_Others	1	0,12043	0,11862	4,12393
Recording090	ProVisioNET_study_214_06	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Partial	28	20568	20708	140	Classroom_Others	1	0,31569	0,22839	3,79143
Recording090	ProVisioNET_study_214_06	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Partial	29	21547	21647	100	Classroom_Others	0,80005	0,80195	0,22583	3,62603
Recording090	ProVisioNET_study_214_06	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	30	21767	21867	100	Classroom_Others	1	0,71054	0,21825	3,74488
Recording090	ProVisioNET_study_214_06	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	31	22107	22187	80	Classroom_Others	1	0,63058	0,13028	3,92664
Recording090	ProVisioNET_study_214_06	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	32	22207	22327	120	Classroom_Others	0,83337	0,59132	0,20558	3,92329
Recording090	ProVisioNET_study_214_06	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Partial	33	22427	22507	80	Classroom_Others	1	0,56085	0,13106	4,20037
Recording090	ProVisioNET_study_214_06	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Partial	34	22527	22807	280	Classroom_Others	1	0,52758	0,08701	4,28395
Recording090	ProVisioNET_study_214_06	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Partial	35	24785	24905	120	Classroom_Others	1	0,74625	0,25301	3,89364
Recording090	ProVisioNET_study_214_06	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	36	25605	25725	120	Carl(a)	1	0,35196	0,13538	4,29411
Recording090	ProVisioNET_study_214_06	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	37	26644	26964	320	Anna	1	0,43128	0,21927	4,22313
Recording090	ProVisioNET_study_214_06	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	38	26984	27064	80	Anna	1	0,36489	0,2052	4,43744
Recording090	ProVisioNET_study_214_06	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	39	27084	27204	120	Anna	1	0,48498	0,17031	4,29191
Recording090	ProVisioNET_study_214_06	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	40	27224	27304	80	Anna	1	0,40471	0,18581	4,29791
Recording090	ProVisioNET_study_214_06	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	41	27424	27624	200	Anna	1	0,46024	0,14667	4,25697
Recording090	ProVisioNET_study_214_06	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	42	28024	28363	340	Bianca	1	0,46878	0,18936	4,36817
Recording090	ProVisioNET_study_214_06	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	43	28643	28723	80	Classroom_Others	1	0,80496	0,1015	4,07481
Recording090	ProVisioNET_study_214_06	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	44	28743	29003	260	Carl(a)	0,9231	0,59072	0,07511	4,0446
