Recording	Participant	Gender	Group	TOI	Interval	Media	AOI	Number_of_Events.Logged_live_Event	Number_of_Events.Calibration1_fix_offset	Number_of_Events.Calibration1_offset	Number_of_Events.Calibration1_onset	Number_of_Events.Calibration2_fix_offset	Number_of_Events.Calibration2_offset	Number_of_Events.Calibration2_onset	Number_of_Events.Chatting_fix_offset	Number_of_Events.Chatting_offset	Number_of_Events.Chatting_onset	Number_of_Events.Clicking_fix_offset	Number_of_Events.Clicking_offset	Number_of_Events.Clicking_onset	Number_of_Events.Drawing_fix_offset	Number_of_Events.Drawing_offset	Number_of_Events.Drawing_onset	Number_of_Events.Drumming_fix_offset	Number_of_Events.Drumming_offset	Number_of_Events.Drumming_onset	Number_of_Events.Head_fix_offset	Number_of_Events.Head_offset	Number_of_Events.Head_onset	Number_of_Events.Heckling_fix_offset	Number_of_Events.Heckling_offset	Number_of_Events.Heckling_onset	Number_of_Events.Lesson_end	Number_of_Events.Lesson_start	Number_of_Events.Letter_search_fix_offset	Number_of_Events.Letter_search_offset	Number_of_Events.Letter_search_onset	Number_of_Events.Phone_fix_offset	Number_of_Events.Phone_offset	Number_of_Events.Phone_onset	Number_of_Events.Reaction_chatting	Number_of_Events.Reaction_clicking	Number_of_Events.Reaction_drawing	Number_of_Events.Reaction_drumming	Number_of_Events.Reaction_head	Number_of_Events.Reaction_heckling	Number_of_Events.Reaction_phone	Number_of_Events.Reaction_snipping	Number_of_Events.Reaction_whispering	Number_of_Events.Snipping_fix_offset	Number_of_Events.Snipping_offset	Number_of_Events.Snipping_onset	Number_of_Events.Whispering_fix_offset	Number_of_Events.Whispering_offset	Number_of_Events.Whispering_onset	Time_to_first_Event.Logged_live_Event	Time_to_first_Event.Calibration1_fix_offset	Time_to_first_Event.Calibration1_offset	Time_to_first_Event.Calibration1_onset	Time_to_first_Event.Calibration2_fix_offset	Time_to_first_Event.Calibration2_offset	Time_to_first_Event.Calibration2_onset	Time_to_first_Event.Chatting_fix_offset	Time_to_first_Event.Chatting_offset	Time_to_first_Event.Chatting_onset	Time_to_first_Event.Clicking_fix_offset	Time_to_first_Event.Clicking_offset	Time_to_first_Event.Clicking_onset	Time_to_first_Event.Drawing_fix_offset	Time_to_first_Event.Drawing_offset	Time_to_first_Event.Drawing_onset	Time_to_first_Event.Drumming_fix_offset	Time_to_first_Event.Drumming_offset	Time_to_first_Event.Drumming_onset	Time_to_first_Event.Head_fix_offset	Time_to_first_Event.Head_offset	Time_to_first_Event.Head_onset	Time_to_first_Event.Heckling_fix_offset	Time_to_first_Event.Heckling_offset	Time_to_first_Event.Heckling_onset	Time_to_first_Event.Lesson_end	Time_to_first_Event.Lesson_start	Time_to_first_Event.Letter_search_fix_offset	Time_to_first_Event.Letter_search_offset	Time_to_first_Event.Letter_search_onset	Time_to_first_Event.Phone_fix_offset	Time_to_first_Event.Phone_offset	Time_to_first_Event.Phone_onset	Time_to_first_Event.Reaction_chatting	Time_to_first_Event.Reaction_clicking	Time_to_first_Event.Reaction_drawing	Time_to_first_Event.Reaction_drumming	Time_to_first_Event.Reaction_head	Time_to_first_Event.Reaction_heckling	Time_to_first_Event.Reaction_phone	Time_to_first_Event.Reaction_snipping	Time_to_first_Event.Reaction_whispering	Time_to_first_Event.Snipping_fix_offset	Time_to_first_Event.Snipping_offset	Time_to_first_Event.Snipping_onset	Time_to_first_Event.Whispering_fix_offset	Time_to_first_Event.Whispering_offset	Time_to_first_Event.Whispering_onset	Total_duration_of_fixations	Average_duration_of_fixations	Minimum_duration_of_fixations	Maximum_duration_of_fixations	Number_of_fixations	Time_to_first_fixation	Duration_of_first_fixation	Last_AOI_viewed	AOI_at_interval_end	Total_duration_of_whole_fixations	Average_duration_of_whole_fixations	Minimum_duration_of_whole_fixations	Maximum_duration_of_whole_fixations	Number_of_whole_fixations	Time_to_first_whole_fixation	Duration_of_first_whole_fixation	Total_duration_of_Visit	Average_duration_of_Visit	Minimum_duration_of_Visit	Maximum_duration_of_Visit	Number_of_Visits	Time_to_first_Visit	Duration_of_first_Visit	Total_duration_of_Glances	Average_duration_of_Glances	Minimum_duration_of_Glances	Maximum_duration_of_Glances	Number_of_Glances	Time_to_first_Glance	Duration_of_first_Glance	Number_of_saccades_in_AOI	Time_to_entry_saccade	Time_to_exit_saccade	Peak_velocity_of_entry_saccade	Peak_velocity_of_exit_saccade
Recording094	ProVisioNET_study_125_01	Male	Novice	Chatting_with_neighbour_fix	1	fullstream	Classroom_Others	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0									3136	0																								1456															100	100	100	100	1	29690	100	Anna	Anna	0				0			100	100	100	100	1	29690	100	180	180	180	180	1	29610	180	0		29790		135,45
Recording094	ProVisioNET_study_125_01	Male	Novice	Chatting_with_neighbour_fix	1	fullstream	Disruptive_Person	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0									3136	0																								1456															2119	1059	300	1819	2	307	300	Anna	Anna	0				0			2119	1059	300	1819	2	307	300	2259	1129	400	1859	2	207	400	0	927	607	330,14	319,3
Recording094	ProVisioNET_study_125_01	Male	Novice	Chatting_with_neighbour_fix	1	fullstream	Material_Students	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0									3136	0																								1456															220	220	220	220	1	4865	220	Anna	Anna	0				0			220	220	220	220	1	4865	220	280	280	280	280	1	4805	280	0	4805	5084	404,79	459,49
Recording094	ProVisioNET_study_125_01	Male	Novice	Chatting_with_neighbour_fix	1	fullstream	Nametag_Bianca	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0									3136	0																								1456															340	170	80	260	2	667	260	Anna	Anna	0				0			340	170	80	260	2	667	260	420	210	100	320	2	607	320	0	607	927	319,3	330,14
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen	1	fullstream	Anna	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0													0																						13450														1799	600	120	859	3	6907	120	Classroom_Others	Classroom_Others	0				0			1879	939	820	1059	2	6907	1059	1939	969	879	1059	2	6907	1059	0	8406		400,18	
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen	1	fullstream	Bianca	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0													0																						13450														1199	600	420	780	2	6347	420	Classroom_Others	Classroom_Others	0				0			1199	600	420	780	2	6347	420	1219	610	420	800	2	6347	420	0	10605		172,55	
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen	1	fullstream	Carl(a)	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0													0																						13450														2749	250	71	800	11	0	71	Classroom_Others	Classroom_Others	0				0			3049	762	280	1699	4	0	371	3129	782	280	1739	4	0	371	4	12423	12244	291,07	230,53
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen	1	fullstream	Classroom_Others	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0													0																						13450														2279	326	100	680	7	1870	100	Classroom_Others	Classroom_Others	0				0			2938	979	180	2319	3	1870	2319	2958	986	180	2319	3	1870	2319	3	14162		397,72	
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen	1	fullstream	Disruptive_Person	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0													0																						13450														2578	286	80	800	9	91	80	Classroom_Others	Classroom_Others	0				0			2758	552	80	1419	5	91	280	2878	576	100	1459	5	71	300	2	71	12244	300,34	230,53
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen	1	fullstream	Material_Students	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0													0																						13450														1559	520	340	740	3	530	740	Classroom_Others	Classroom_Others	0				0			1559	520	340	740	3	530	740	1619	540	340	760	3	510	760	0	1290	8406	228,17	400,18
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen	1	fullstream	Material_Teacher	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0													0																						13450														660	660	660	660	1	4448	660	Classroom_Others	Classroom_Others	0				0			660	660	660	660	1	4448	660	700	700	700	700	1	4408	700	0				
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen	1	fullstream	Nametag_Bianca	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0													0																						13450														400	400	400	400	1	10205	400	Classroom_Others	Classroom_Others	0				0			400	400	400	400	1	10205	400	480	480	480	480	1	10125	480	0	10125	10605	453,95	172,55
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen	1	fullstream	Nametag_Carl(a)	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0													0																						13450														780	390	160	620	2	9505	620	Classroom_Others	Classroom_Others	0				0			780	390	160	620	2	9505	620	820	410	180	640	2	9485	640	0	12244	10125	230,53	453,95
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen_fix	1	fullstream	Anna	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0												14622	0																						13450														4757	595	100	979	8	6907	120	Carl(a)	Carl(a)	0				0			4857	810	600	1059	6	6907	1059	5177	863	660	1059	6	6907	1059	1	8406	20938	400,18	175,2
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen_fix	1	fullstream	Bianca	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0												14622	0																						13450														2539	423	180	780	6	6347	420	Carl(a)	Carl(a)	0				0			2539	423	180	780	6	6347	420	2778	463	240	800	6	6347	420	0	10605	20159	172,55	423,31
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen_fix	1	fullstream	Carl(a)	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0												14622	0																						13450														3815	254	71	800	15	0	71	Carl(a)	Carl(a)	0				0			4115	514	140	1699	8	0	371	4335	542	187	1739	8	0	371	4	12423	12244	291,07	230,53
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen_fix	1	fullstream	Classroom_Others	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0												14622	0																						13450														2838	284	80	680	10	1870	100	Carl(a)	Carl(a)	0				0			3518	704	80	2319	5	1870	2319	3578	716	100	2319	5	1870	2319	3	14162	18280	397,72	276,01
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen_fix	1	fullstream	Disruptive_Person	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0												14622	0																						13450														2578	286	80	800	9	91	80	Carl(a)	Carl(a)	0				0			2758	552	80	1419	5	91	280	2878	576	100	1459	5	71	300	2	71	12244	300,34	230,53
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen_fix	1	fullstream	Material_Students	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0												14622	0																						13450														3238	463	280	740	7	530	740	Carl(a)	Carl(a)	0				0			3318	664	280	1479	5	530	740	3418	684	300	1499	5	510	760	2	1290	8406	228,17	400,18
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen_fix	1	fullstream	Material_Teacher	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0												14622	0																						13450														660	660	660	660	1	4448	660	Carl(a)	Carl(a)	0				0			660	660	660	660	1	4448	660	700	700	700	700	1	4408	700	0				
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen_fix	1	fullstream	Nametag_Bianca	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0												14622	0																						13450														859	430	400	460	2	10205	400	Carl(a)	Carl(a)	0				0			859	430	400	460	2	10205	400	939	470	460	480	2	10125	480	0	10125	10605	453,95	172,55
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen_fix	1	fullstream	Nametag_Carl(a)	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0												14622	0																						13450														780	390	160	620	2	9505	620	Carl(a)	Carl(a)	0				0			780	390	160	620	2	9505	620	820	410	180	640	2	9485	640	0	12244	10125	230,53	453,95
Recording094	ProVisioNET_study_125_01	Male	Novice	Drawing	1	fullstream	Anna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0																0																				14268													1019	510	140	879	2	1327	879	Carl(a)	Carl(a)	0				0			1019	510	140	879	2	1327	879	1079	540	140	939	2	1267	939	0	1267	2207	376,94	110,63
Recording094	ProVisioNET_study_125_01	Male	Novice	Drawing	1	fullstream	Bianca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0																0																				14268													1227	245	120	440	5	0	228	Carl(a)	Carl(a)	0				0			1247	312	228	440	4	0	228	1327	332	228	460	4	0	228	1	947	228	122,09	138,78
Recording094	ProVisioNET_study_125_01	Male	Novice	Drawing	1	fullstream	Carl(a)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0																0																				14268													3400	850	62	2758	4	4525	2758	Carl(a)	Carl(a)	0				0			3400	850	62	2758	4	4525	2758	3480	870	102	2778	4	4505	2778	0	14439	7284	168,67	383,2
Recording094	ProVisioNET_study_125_01	Male	Novice	Drawing	1	fullstream	Classroom_Others	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0																0																				14268													780	390	140	640	2	7304	640	Carl(a)	Carl(a)	0				0			780	390	140	640	2	7304	640	859	430	200	660	2	7284	660	0	7284	9802	383,2	390,62
Recording094	ProVisioNET_study_125_01	Male	Novice	Drawing	1	fullstream	Disruptive_Person	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0																0																				14268													3338	1113	280	2758	3	4525	2758	Carl(a)	Carl(a)	0				0			3338	1113	280	2758	3	4525	2758	3378	1126	280	2778	3	4505	2778	0	14439	7284	168,67	383,2
Recording094	ProVisioNET_study_125_01	Male	Novice	Drawing	1	fullstream	Material_Students	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0																0																				14268													1599	800	140	1459	2	3286	140	Carl(a)	Carl(a)	0				0			1599	800	140	1459	2	3286	140	1699	850	200	1499	2	3226	200	0	3226	16258	404,54	163,99
Recording094	ProVisioNET_study_125_01	Male	Novice	Drawing	1	fullstream	Nametag_Anna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0																0																				14268													999	999	999	999	1	2227	999	Carl(a)	Carl(a)	0				0			999	999	999	999	1	2227	999	1019	1019	1019	1019	1	2207	1019	0	2207	3226	110,63	404,54
Recording094	ProVisioNET_study_125_01	Male	Novice	Drawing	1	fullstream	Nametag_Bianca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0																0																				14268													2139	428	140	700	5	248	700	Carl(a)	Carl(a)	0				0			2219	740	440	1079	3	248	700	2279	760	440	1119	3	228	720	1	228	947	138,78	122,09
Recording094	ProVisioNET_study_125_01	Male	Novice	Drawing	1	fullstream	Nametag_Carl(a)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0																0																				14268													2838	710	300	1599	4	11541	1599	Carl(a)	Carl(a)	0				0			2898	2898	2898	2898	1	11541	2898	2918	2918	2918	2918	1	11521	2918	3	11521	14439	426,67	168,67
