Recording	Participant	Gender	Group	TOI	Interval	Media	Event_type	Validity	EventIndex	Start	Stop	Duration	AOI	Hit_proportion	FixationPointX	FixationPointY	Average_pupil_diameter	Saccade_direction	Average_velocity	Peak_velocity	Saccade_amplitude	Start_AOI	Landing_AOI	Start_position_X	Start_position_Y	Landing_position_X	Landing_position_Y
Recording115	ProVisioNET_study_225_01	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Partial	1	0	1713	1713			0,48954	0,27358	3,98383										
Recording115	ProVisioNET_study_225_01	Male	Expert	Calibration_phase1	1	fullstream	Saccade	Whole	1	1713	1773	60						35,31	184,37	295,78	2,81			0,48954	0,27358	0,51892	0,25276
Recording115	ProVisioNET_study_225_01	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	2	1773	4991	3218			0,51892	0,25276	3,89026										
Recording115	ProVisioNET_study_225_01	Male	Expert	Calibration_phase1	1	fullstream	Saccade	Whole	2	4991	5051	60						230,02	212,45	299,33	15,09			0,51892	0,25276	0,38343	0,41436
Recording115	ProVisioNET_study_225_01	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	3	5051	5251	200			0,38343	0,41436	4,16264										
Recording115	ProVisioNET_study_225_01	Male	Expert	Calibration_phase1	1	fullstream	Saccade	Whole	3	5251	5311	60						55,18	222,44	290,61	15,32			0,38343	0,41436	0,51205	0,2294
Recording115	ProVisioNET_study_225_01	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	4	5311	5551	240			0,51205	0,2294	4,02893										
Recording115	ProVisioNET_study_225_01	Male	Expert	Calibration_phase1	1	fullstream	Saccade	Whole	4	5551	5591	40						237,26	276,06	287,57	12,39			0,51205	0,2294	0,41184	0,38529
Recording115	ProVisioNET_study_225_01	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	5	5591	5910	320			0,41184	0,38529	3,95059										
Recording115	ProVisioNET_study_225_01	Male	Expert	Calibration_phase1	1	fullstream	Saccade	Whole	5	5910	5930	20						56,62	101,05	101,05	12,17			0,41184	0,38529	0,5114	0,23416
Recording115	ProVisioNET_study_225_01	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	6	5930	7709	1779			0,5114	0,23416	4,14228										
Recording115	ProVisioNET_study_225_01	Male	Expert	Calibration_phase1	1	fullstream	Saccade	Whole	6	7709	7749	40						3,17	259,03	259,96	11,56			0,5114	0,23416	0,64804	0,22659
Recording115	ProVisioNET_study_225_01	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	7	7749	8009	260			0,64804	0,22659	4,27566										
Recording115	ProVisioNET_study_225_01	Male	Expert	Calibration_phase1	1	fullstream	Saccade	Whole	7	8009	8049	40						182,48	280,61	310,05	13,51			0,64804	0,22659	0,48925	0,23345
Recording115	ProVisioNET_study_225_01	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	8	8049	9788	1739			0,48925	0,23345	4,14944										
Recording115	ProVisioNET_study_225_01	Male	Expert	Calibration_phase1	1	fullstream	Saccade	Whole	8	9788	9828	40						115,29	207,53	284,05	2,94			0,48925	0,23345	0,467	0,18635
Recording115	ProVisioNET_study_225_01	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	9	9828	13046	3218			0,467	0,18635	4,16002										
Recording115	ProVisioNET_study_225_01	Male	Expert	Calibration_phase1	1	fullstream	Saccade	Whole	9	13046	13086	40						47,66	121,97	124,89	3,12			0,467	0,18635	0,49594	0,15459
Recording115	ProVisioNET_study_225_01	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	10	13086	16824	3738			0,49594	0,15459	4,06146										
Recording115	ProVisioNET_study_225_01	Male	Expert	Calibration_phase1	1	fullstream	Saccade	Partial	10	16824	16844	20							112,18	112,18				0,49594	0,15459		
Recording115	ProVisioNET_study_225_01	Male	Expert	Calibration_phase1	1	fullstream	Saccade	Partial	11	16864	16904	40							166,85	219,53						0,48552	0,18622
Recording115	ProVisioNET_study_225_01	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	11	16904	18383	1479			0,48552	0,18622	4,06379										
Recording115	ProVisioNET_study_225_01	Male	Expert	Calibration_phase1	1	fullstream	Saccade	Whole	12	18383	18403	20						242,87	109,32	109,32	0,59			0,48552	0,18622	0,48114	0,19478
Recording115	ProVisioNET_study_225_01	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	12	18403	19742	1339			0,48114	0,19478	4,08952										
Recording115	ProVisioNET_study_225_01	Male	Expert	Calibration_phase1	1	fullstream	Saccade	Partial	13	19742	19762	20							130,93	130,93				0,48114	0,19478		
Recording115	ProVisioNET_study_225_01	Male	Expert	Calibration_phase1	1	fullstream	Saccade	Partial	14	19802	19822	20							123	123						0,54324	0,20002
Recording115	ProVisioNET_study_225_01	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	13	19822	20302	480			0,54324	0,20002	4,10799										
Recording115	ProVisioNET_study_225_01	Male	Expert	Calibration_phase1	1	fullstream	Saccade	Partial	15	20302	20342	40							137,19	137,42				0,54324	0,20002		
Recording115	ProVisioNET_study_225_01	Male	Expert	Calibration_phase1	1	fullstream	Saccade	Partial	16	20362	20382	20							225,94	225,94						0,49648	0,18396
Recording115	ProVisioNET_study_225_01	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	14	20382	23020	2638			0,49648	0,18396	4,22048										
Recording115	ProVisioNET_study_225_01	Male	Expert	Calibration_phase1	1	fullstream	Saccade	Whole	17	23020	23040	20						3,91	131,61	131,61	2,17			0,49648	0,18396	0,52079	0,1823
Recording115	ProVisioNET_study_225_01	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	15	23040	25839	2798			0,52079	0,1823	4,04042										
Recording115	ProVisioNET_study_225_01	Male	Expert	Calibration_phase1	1	fullstream	Saccade	Partial	18	25839	25859	20							237,5	237,5				0,52079	0,1823		
Recording115	ProVisioNET_study_225_01	Male	Expert	Calibration_phase1	1	fullstream	Saccade	Partial	19	25879	25919	40							149,37	151,38						0,50617	0,1755
Recording115	ProVisioNET_study_225_01	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	16	25919	27997	2079			0,50617	0,1755	4,00135										
Recording115	ProVisioNET_study_225_01	Male	Expert	Calibration_phase1	1	fullstream	Saccade	Partial	20	27997	28017	20							377,99	377,99				0,50617	0,1755		
Recording115	ProVisioNET_study_225_01	Male	Expert	Calibration_phase1	1	fullstream	Saccade	Partial	21	28057	28077	20							185,06	185,06						0,48743	0,18635
