Recording	Participant	Gender	Group	TOI	Interval	Media	Event_type	Validity	EventIndex	Start	Stop	Duration	AOI	Hit_proportion	FixationPointX	FixationPointY	Average_pupil_diameter	Saccade_direction	Average_velocity	Peak_velocity	Saccade_amplitude	Start_AOI	Landing_AOI	Start_position_X	Start_position_Y	Landing_position_X	Landing_position_Y
Recording114	ProVisioNET_study_224_08	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Partial	1	0	3123	3123			0,49931	0,2786	4,30435										
Recording114	ProVisioNET_study_224_08	Female	Expert	Calibration_phase1	1	fullstream	Saccade	Whole	1	3123	3163	40						358,92	251,4	333,15	4,54			0,49931	0,2786	0,5492	0,27954
Recording114	ProVisioNET_study_224_08	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	2	3163	8260	5097			0,5492	0,27954	4,43449										
Recording114	ProVisioNET_study_224_08	Female	Expert	Calibration_phase1	1	fullstream	Saccade	Whole	2	8260	8320	60						236,17	232,86	337,88	11,17			0,5492	0,27954	0,45835	0,41508
Recording114	ProVisioNET_study_224_08	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	3	8320	10779	2459			0,45835	0,41508	4,3664										
Recording114	ProVisioNET_study_224_08	Female	Expert	Calibration_phase1	1	fullstream	Saccade	Partial	3	10779	10819	40							318,33	421,57				0,45835	0,41508		
Recording114	ProVisioNET_study_224_08	Female	Expert	Calibration_phase1	1	fullstream	Saccade	Partial	4	10859	10899	40							180,73	193,6						0,49377	0,38852
Recording114	ProVisioNET_study_224_08	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	4	10899	12797	1899			0,49377	0,38852	4,15608										
Recording114	ProVisioNET_study_224_08	Female	Expert	Calibration_phase1	1	fullstream	Saccade	Whole	5	12797	12837	40						0,98	274,94	348,74	6,1			0,49377	0,38852	0,55938	0,3874
Recording114	ProVisioNET_study_224_08	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	5	12837	15076	2239			0,55938	0,3874	4,18119										
Recording114	ProVisioNET_study_224_08	Female	Expert	Calibration_phase1	1	fullstream	Saccade	Partial	6	15076	15096	20							1698,5	1698,5				0,55938	0,3874		
Recording114	ProVisioNET_study_224_08	Female	Expert	Calibration_phase1	1	fullstream	Saccade	Partial	7	15156	15196	40							684,54	684,54						0,50412	0,58305
Recording114	ProVisioNET_study_224_08	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	6	15196	15276	80			0,50412	0,58305	4,18227										
Recording114	ProVisioNET_study_224_08	Female	Expert	Calibration_phase1	1	fullstream	Saccade	Whole	8	15276	15296	20						80,29	157,36	157,36	7,31			0,50412	0,58305	0,54136	0,36534
Recording114	ProVisioNET_study_224_08	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	7	15296	16835	1539			0,54136	0,36534	4,16974										
Recording114	ProVisioNET_study_224_08	Female	Expert	Calibration_phase1	1	fullstream	Saccade	Whole	9	16835	16875	40						116	192,87	194,48	5,05			0,54136	0,36534	0,50782	0,29658
