Recording	Participant	Gender	Group	TOI	Interval	Media	AOI	Number_of_Events.Logged_live_Event	Number_of_Events.Calibration1_fix_offset	Number_of_Events.Calibration1_offset	Number_of_Events.Calibration1_onset	Number_of_Events.Calibration2_fix_offset	Number_of_Events.Calibration2_offset	Number_of_Events.Calibration2_onset	Number_of_Events.Chatting_fix_offset	Number_of_Events.Chatting_offset	Number_of_Events.Chatting_onset	Number_of_Events.Clicking_fix_offset	Number_of_Events.Clicking_offset	Number_of_Events.Clicking_onset	Number_of_Events.Drawing_fix_offset	Number_of_Events.Drawing_offset	Number_of_Events.Drawing_onset	Number_of_Events.Drumming_fix_offset	Number_of_Events.Drumming_offset	Number_of_Events.Drumming_onset	Number_of_Events.Head_fix_offset	Number_of_Events.Head_offset	Number_of_Events.Head_onset	Number_of_Events.Heckling_fix_offset	Number_of_Events.Heckling_offset	Number_of_Events.Heckling_onset	Number_of_Events.Lesson_end	Number_of_Events.Lesson_start	Number_of_Events.Letter_search_fix_offset	Number_of_Events.Letter_search_offset	Number_of_Events.Letter_search_onset	Number_of_Events.Phone_fix_offset	Number_of_Events.Phone_offset	Number_of_Events.Phone_onset	Number_of_Events.Reaction_chatting	Number_of_Events.Reaction_clicking	Number_of_Events.Reaction_drawing	Number_of_Events.Reaction_drumming	Number_of_Events.Reaction_head	Number_of_Events.Reaction_heckling	Number_of_Events.Reaction_phone	Number_of_Events.Reaction_snipping	Number_of_Events.Reaction_whispering	Number_of_Events.Snipping_fix_offset	Number_of_Events.Snipping_offset	Number_of_Events.Snipping_onset	Number_of_Events.Whispering_fix_offset	Number_of_Events.Whispering_offset	Number_of_Events.Whispering_onset	Time_to_first_Event.Logged_live_Event	Time_to_first_Event.Calibration1_fix_offset	Time_to_first_Event.Calibration1_offset	Time_to_first_Event.Calibration1_onset	Time_to_first_Event.Calibration2_fix_offset	Time_to_first_Event.Calibration2_offset	Time_to_first_Event.Calibration2_onset	Time_to_first_Event.Chatting_fix_offset	Time_to_first_Event.Chatting_offset	Time_to_first_Event.Chatting_onset	Time_to_first_Event.Clicking_fix_offset	Time_to_first_Event.Clicking_offset	Time_to_first_Event.Clicking_onset	Time_to_first_Event.Drawing_fix_offset	Time_to_first_Event.Drawing_offset	Time_to_first_Event.Drawing_onset	Time_to_first_Event.Drumming_fix_offset	Time_to_first_Event.Drumming_offset	Time_to_first_Event.Drumming_onset	Time_to_first_Event.Head_fix_offset	Time_to_first_Event.Head_offset	Time_to_first_Event.Head_onset	Time_to_first_Event.Heckling_fix_offset	Time_to_first_Event.Heckling_offset	Time_to_first_Event.Heckling_onset	Time_to_first_Event.Lesson_end	Time_to_first_Event.Lesson_start	Time_to_first_Event.Letter_search_fix_offset	Time_to_first_Event.Letter_search_offset	Time_to_first_Event.Letter_search_onset	Time_to_first_Event.Phone_fix_offset	Time_to_first_Event.Phone_offset	Time_to_first_Event.Phone_onset	Time_to_first_Event.Reaction_chatting	Time_to_first_Event.Reaction_clicking	Time_to_first_Event.Reaction_drawing	Time_to_first_Event.Reaction_drumming	Time_to_first_Event.Reaction_head	Time_to_first_Event.Reaction_heckling	Time_to_first_Event.Reaction_phone	Time_to_first_Event.Reaction_snipping	Time_to_first_Event.Reaction_whispering	Time_to_first_Event.Snipping_fix_offset	Time_to_first_Event.Snipping_offset	Time_to_first_Event.Snipping_onset	Time_to_first_Event.Whispering_fix_offset	Time_to_first_Event.Whispering_offset	Time_to_first_Event.Whispering_onset	Total_duration_of_fixations	Average_duration_of_fixations	Minimum_duration_of_fixations	Maximum_duration_of_fixations	Number_of_fixations	Time_to_first_fixation	Duration_of_first_fixation	Last_AOI_viewed	AOI_at_interval_end	Total_duration_of_whole_fixations	Average_duration_of_whole_fixations	Minimum_duration_of_whole_fixations	Maximum_duration_of_whole_fixations	Number_of_whole_fixations	Time_to_first_whole_fixation	Duration_of_first_whole_fixation	Total_duration_of_Visit	Average_duration_of_Visit	Minimum_duration_of_Visit	Maximum_duration_of_Visit	Number_of_Visits	Time_to_first_Visit	Duration_of_first_Visit	Total_duration_of_Glances	Average_duration_of_Glances	Minimum_duration_of_Glances	Maximum_duration_of_Glances	Number_of_Glances	Time_to_first_Glance	Duration_of_first_Glance	Number_of_saccades_in_AOI	Time_to_entry_saccade	Time_to_exit_saccade	Peak_velocity_of_entry_saccade	Peak_velocity_of_exit_saccade
Recording096	ProVisioNET_study_218_02	Female	Expert	Chatting_with_neighbour_fix	1	fullstream	Nametag_Carl(a)	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0									8804	0																								6854															420	210	200	220	2	20129	200	Carl(a)		0				0			420	210	200	220	2	20129	200	480	240	240	240	2	20089	240	0	20089	20329	241,95	187,78
Recording096	ProVisioNET_study_218_02	Female	Expert	Clicking_pen	1	fullstream	Anna	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0													0																						15290														3139	1570	760	2380	2	6754	760	Anna,Disruptive_Person	Anna,Disruptive_Person	0				0			3139	1570	760	2380	2	6754	760	3199	1600	780	2420	2	6734	780	0	14909		356,59	
Recording096	ProVisioNET_study_218_02	Female	Expert	Clicking_pen	1	fullstream	Bianca	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0													0																						15290														0				0			Anna,Disruptive_Person	Anna,Disruptive_Person	0				0			0				0			0				0			0				
Recording096	ProVisioNET_study_218_02	Female	Expert	Clicking_pen	1	fullstream	Board_Screen	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0													0																						15290														3858	276	80	540	14	2276	180	Anna,Disruptive_Person	Anna,Disruptive_Person	0				0			4198	1399	80	3678	3	2276	440	4258	1419	80	3718	3	2256	460	11				
Recording096	ProVisioNET_study_218_02	Female	Expert	Clicking_pen	1	fullstream	Carl(a)	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0													0																						15290														0				0			Anna,Disruptive_Person	Anna,Disruptive_Person	0				0			0				0			0				0			0				
Recording096	ProVisioNET_study_218_02	Female	Expert	Clicking_pen	1	fullstream	Classroom_Others	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0													0																						15290														2099	700	200	1399	3	12190	500	Anna,Disruptive_Person	Anna,Disruptive_Person	0				0			2239	2239	2239	2239	1	12190	2239	2239	2239	2239	2239	1	12190	2239	1				
Recording096	ProVisioNET_study_218_02	Female	Expert	Clicking_pen	1	fullstream	Disruptive_Person	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0													0																						15290														3139	1570	760	2380	2	6754	760	Anna,Disruptive_Person	Anna,Disruptive_Person	0				0			3139	1570	760	2380	2	6754	760	3199	1600	780	2420	2	6734	780	0	14909		356,59	
Recording096	ProVisioNET_study_218_02	Female	Expert	Clicking_pen	1	fullstream	Material_Teacher	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0													0																						15290														4735	473	120	1339	10	0	437	Anna,Disruptive_Person	Anna,Disruptive_Person	0				0			4935	2467	1936	2998	2	0	1936	4975	2487	1936	3038	2	0	1936	8				
Recording096	ProVisioNET_study_218_02	Female	Expert	Clicking_pen	1	fullstream	Nametag_Anna	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0													0																						15290														120	120	120	120	1	14789	120	Anna,Disruptive_Person	Anna,Disruptive_Person	0				0			120	120	120	120	1	14789	120	140	140	140	140	1	14769	140	0		14909		356,59
Recording096	ProVisioNET_study_218_02	Female	Expert	Clicking_pen_fix	1	fullstream	Anna	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0												17329	0																						15290														3758	1879	760	2998	2	6754	760	Material_Teacher	Material_Teacher	0				0			3758	1879	760	2998	2	6754	760	3818	1909	780	3038	2	6734	780	0	14909	17947	356,59	227,72
Recording096	ProVisioNET_study_218_02	Female	Expert	Clicking_pen_fix	1	fullstream	Bianca	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0												17329	0																						15290														480	160	100	200	3	23963	100	Material_Teacher	Material_Teacher	0				0			580	580	580	580	1	23963	580	620	620	620	620	1	23923	620	2				
Recording096	ProVisioNET_study_218_02	Female	Expert	Clicking_pen_fix	1	fullstream	Board_Screen	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0												17329	0																						15290														8255	275	80	580	30	2276	180	Material_Teacher	Material_Teacher	0				0			9035	2259	80	4837	4	2276	440	9135	2284	80	4877	4	2256	460	25				
Recording096	ProVisioNET_study_218_02	Female	Expert	Clicking_pen_fix	1	fullstream	Carl(a)	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0												17329	0																						15290														0				0			Material_Teacher	Material_Teacher	0				0			0				0			0				0			0				
Recording096	ProVisioNET_study_218_02	Female	Expert	Clicking_pen_fix	1	fullstream	Classroom_Others	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0												17329	0																						15290														2099	700	200	1399	3	12190	500	Material_Teacher	Material_Teacher	0				0			2239	2239	2239	2239	1	12190	2239	2239	2239	2239	2239	1	12190	2239	1				
Recording096	ProVisioNET_study_218_02	Female	Expert	Clicking_pen_fix	1	fullstream	Disruptive_Person	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0												17329	0																						15290														3758	1879	760	2998	2	6754	760	Material_Teacher	Material_Teacher	0				0			3758	1879	760	2998	2	6754	760	3818	1909	780	3038	2	6734	780	0	14909	17947	356,59	227,72
Recording096	ProVisioNET_study_218_02	Female	Expert	Clicking_pen_fix	1	fullstream	Material_Students	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0												17329	0																						15290														240	240	240	240	1	18167	240	Material_Teacher	Material_Teacher	0				0			240	240	240	240	1	18167	240	280	280	280	280	1	18127	280	0	18127		180,91	
Recording096	ProVisioNET_study_218_02	Female	Expert	Clicking_pen_fix	1	fullstream	Material_Teacher	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0												17329	0																						15290														9812	545	120	2159	18	0	437	Material_Teacher	Material_Teacher	0				0			10172	3391	1936	5237	3	0	1936	10252	3417	1936	5277	3	0	1936	15				
Recording096	ProVisioNET_study_218_02	Female	Expert	Clicking_pen_fix	1	fullstream	Nametag_Anna	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0												17329	0																						15290														260	130	120	140	2	14789	120	Material_Teacher	Material_Teacher	0				0			260	130	120	140	2	14789	120	320	160	140	180	2	14769	140	0	17947	14909	227,72	356,59
Recording096	ProVisioNET_study_218_02	Female	Expert	Drawing	1	fullstream	Anna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0																0																				8237													0				0			Carl(a)	Carl(a)	0				0			0				0			0				0			0				
Recording096	ProVisioNET_study_218_02	Female	Expert	Drawing	1	fullstream	Bianca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0																0																				8237													0				0			Carl(a)	Carl(a)	0				0			0				0			0				0			0				
Recording096	ProVisioNET_study_218_02	Female	Expert	Drawing	1	fullstream	Carl(a)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0																0																				8237													2736	912	460	1399	3	6732	1399	Carl(a)	Carl(a)	0				0			2776	1388	1377	1399	2	6732	1399	2856	1428	1417	1439	2	6692	1439	1	8411	8131	185,62	171,46
Recording096	ProVisioNET_study_218_02	Female	Expert	Drawing	1	fullstream	Classroom_Others	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0																0																				8237													4457	4457	4457	4457	1	16	4457	Carl(a)	Carl(a)	0				0			4457	4457	4457	4457	1	16	4457	4474	4474	4474	4474	1	0	4474	0				
Recording096	ProVisioNET_study_218_02	Female	Expert	Drawing	1	fullstream	Disruptive_Person	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0																0																				8237													1859	929	460	1399	2	6732	1399	Carl(a)	Carl(a)	0				0			1859	929	460	1399	2	6732	1399	1939	969	500	1439	2	6692	1439	0	8411	8131	185,62	171,46
Recording096	ProVisioNET_study_218_02	Female	Expert	Drawing	1	fullstream	Material_Teacher	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0																0																				8237													1919	959	180	1739	2	4674	1739	Carl(a)	Carl(a)	0				0			1939	1939	1939	1939	1	4674	1939	1939	1939	1939	1939	1	4674	1939	1				
Recording096	ProVisioNET_study_218_02	Female	Expert	Drawing	1	fullstream	Nametag_Carl(a)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0																0																				8237													240	240	240	240	1	8171	240	Carl(a)	Carl(a)	0				0			240	240	240	240	1	8171	240	280	280	280	280	1	8131	280	0	8131	8411	171,46	185,62
Recording096	ProVisioNET_study_218_02	Female	Expert	Drawing_fix	1	fullstream	Anna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0															9828	0																				8237													0				0			Material_Students		0				0			0				0			0				0			0				
Recording096	ProVisioNET_study_218_02	Female	Expert	Drawing_fix	1	fullstream	Bianca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0															9828	0																				8237													520	520	520	520	1	24442	520	Material_Students		0				0			520	520	520	520	1	24442	520	560	560	560	560	1	24402	560	0	24402		122,39	
