Recording	Participant	Gender	Group	TOI	Interval	Media	AOI	Number_of_Events.Logged_live_Event	Number_of_Events.Calibration1_fix_offset	Number_of_Events.Calibration1_offset	Number_of_Events.Calibration1_onset	Number_of_Events.Calibration2_fix_offset	Number_of_Events.Calibration2_offset	Number_of_Events.Calibration2_onset	Number_of_Events.Chatting_fix_offset	Number_of_Events.Chatting_offset	Number_of_Events.Chatting_onset	Number_of_Events.Clicking_fix_offset	Number_of_Events.Clicking_offset	Number_of_Events.Clicking_onset	Number_of_Events.Drawing_fix_offset	Number_of_Events.Drawing_offset	Number_of_Events.Drawing_onset	Number_of_Events.Drumming_fix_offset	Number_of_Events.Drumming_offset	Number_of_Events.Drumming_onset	Number_of_Events.Head_fix_offset	Number_of_Events.Head_offset	Number_of_Events.Head_onset	Number_of_Events.Heckling_fix_offset	Number_of_Events.Heckling_offset	Number_of_Events.Heckling_onset	Number_of_Events.Lesson_end	Number_of_Events.Lesson_start	Number_of_Events.Letter_search_fix_offset	Number_of_Events.Letter_search_offset	Number_of_Events.Letter_search_onset	Number_of_Events.Phone_fix_offset	Number_of_Events.Phone_offset	Number_of_Events.Phone_onset	Number_of_Events.Reaction_chatting	Number_of_Events.Reaction_clicking	Number_of_Events.Reaction_drawing	Number_of_Events.Reaction_drumming	Number_of_Events.Reaction_head	Number_of_Events.Reaction_heckling	Number_of_Events.Reaction_phone	Number_of_Events.Reaction_snipping	Number_of_Events.Reaction_whispering	Number_of_Events.Snipping_fix_offset	Number_of_Events.Snipping_offset	Number_of_Events.Snipping_onset	Number_of_Events.Whispering_fix_offset	Number_of_Events.Whispering_offset	Number_of_Events.Whispering_onset	Time_to_first_Event.Logged_live_Event	Time_to_first_Event.Calibration1_fix_offset	Time_to_first_Event.Calibration1_offset	Time_to_first_Event.Calibration1_onset	Time_to_first_Event.Calibration2_fix_offset	Time_to_first_Event.Calibration2_offset	Time_to_first_Event.Calibration2_onset	Time_to_first_Event.Chatting_fix_offset	Time_to_first_Event.Chatting_offset	Time_to_first_Event.Chatting_onset	Time_to_first_Event.Clicking_fix_offset	Time_to_first_Event.Clicking_offset	Time_to_first_Event.Clicking_onset	Time_to_first_Event.Drawing_fix_offset	Time_to_first_Event.Drawing_offset	Time_to_first_Event.Drawing_onset	Time_to_first_Event.Drumming_fix_offset	Time_to_first_Event.Drumming_offset	Time_to_first_Event.Drumming_onset	Time_to_first_Event.Head_fix_offset	Time_to_first_Event.Head_offset	Time_to_first_Event.Head_onset	Time_to_first_Event.Heckling_fix_offset	Time_to_first_Event.Heckling_offset	Time_to_first_Event.Heckling_onset	Time_to_first_Event.Lesson_end	Time_to_first_Event.Lesson_start	Time_to_first_Event.Letter_search_fix_offset	Time_to_first_Event.Letter_search_offset	Time_to_first_Event.Letter_search_onset	Time_to_first_Event.Phone_fix_offset	Time_to_first_Event.Phone_offset	Time_to_first_Event.Phone_onset	Time_to_first_Event.Reaction_chatting	Time_to_first_Event.Reaction_clicking	Time_to_first_Event.Reaction_drawing	Time_to_first_Event.Reaction_drumming	Time_to_first_Event.Reaction_head	Time_to_first_Event.Reaction_heckling	Time_to_first_Event.Reaction_phone	Time_to_first_Event.Reaction_snipping	Time_to_first_Event.Reaction_whispering	Time_to_first_Event.Snipping_fix_offset	Time_to_first_Event.Snipping_offset	Time_to_first_Event.Snipping_onset	Time_to_first_Event.Whispering_fix_offset	Time_to_first_Event.Whispering_offset	Time_to_first_Event.Whispering_onset	Total_duration_of_fixations	Average_duration_of_fixations	Minimum_duration_of_fixations	Maximum_duration_of_fixations	Number_of_fixations	Time_to_first_fixation	Duration_of_first_fixation	Last_AOI_viewed	AOI_at_interval_end	Average_pupil_diameter	Total_duration_of_whole_fixations	Average_duration_of_whole_fixations	Minimum_duration_of_whole_fixations	Maximum_duration_of_whole_fixations	Number_of_whole_fixations	Time_to_first_whole_fixation	Duration_of_first_whole_fixation	Average_whole-fixation_pupil_diameter	Total_duration_of_Visit	Average_duration_of_Visit	Minimum_duration_of_Visit	Maximum_duration_of_Visit	Number_of_Visits	Time_to_first_Visit	Duration_of_first_Visit	Total_duration_of_Glances	Average_duration_of_Glances	Minimum_duration_of_Glances	Maximum_duration_of_Glances	Number_of_Glances	Time_to_first_Glance	Duration_of_first_Glance	Number_of_saccades_in_AOI	Time_to_entry_saccade	Time_to_exit_saccade	Peak_velocity_of_entry_saccade	Peak_velocity_of_exit_saccade
Recording123	ProVisioNET_study_229_05	Male	Expert	Chatting_with_neighbour_fix	1	fullstream	Disruptive_Person	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0									5466	0																								3392															3538	884	200	2299	4	159	2299	Material_Students	Material_Students	4,74206	0				0				3678	1839	640	3038	2	159	3038	3738	1869	680	3058	2	139	3058	0	3697	3197	221,78	283,4
Recording123	ProVisioNET_study_229_05	Male	Expert	Chatting_with_neighbour_fix	1	fullstream	Material_Students	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0									5466	0																								3392															939	469	19	919	2	28102	919	Material_Students	Material_Students	5,00513	0				0				939	469	19	919	2	28102	919	1079	539	99	979	2	28042	979	0	28042	29022	412,26	367,11
Recording123	ProVisioNET_study_229_05	Male	Expert	Chatting_with_neighbour_fix	1	fullstream	Nametag_Anna	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0									5466	0																								3392															380	380	380	380	1	7774	380	Material_Students	Material_Students	4,82693	0				0				380	380	380	380	1	7774	380	440	440	440	440	1	7714	440	0	7714	8154	354,88	209,16
Recording123	ProVisioNET_study_229_05	Male	Expert	Chatting_with_neighbour_fix	1	fullstream	Nametag_Bianca	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0									5466	0																								3392															1139	285	140	460	4	3237	460	Material_Students	Material_Students	4,83326	0				0				1139	285	140	460	4	3237	460	1439	360	180	500	4	3197	500	0	3197	3697	283,4	221,78
Recording123	ProVisioNET_study_229_05	Male	Expert	Chatting_with_neighbour_fix	1	fullstream	Nametag_Carl(a)	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0									5466	0																								3392															160	160	160	160	1	9693	160	Material_Students	Material_Students	4,85729	0				0				160	160	160	160	1	9693	160	200	200	200	200	1	9653	200	0	9653	9853	222,92	310,93
Recording123	ProVisioNET_study_229_05	Male	Expert	Clicking_pen	1	fullstream	Anna	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0													0																						10497														2878	720	200	1599	4	1677	859	Bianca	Bianca	4,64454	0				0				3038	1013	200	1599	3	1677	1239	3138	1046	240	1619	3	1637	1279	0	3176	2916	230,97	206,34
Recording123	ProVisioNET_study_229_05	Male	Expert	Clicking_pen	1	fullstream	Bianca	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0													0																						10497														4227	704	220	1339	6	1097	220	Bianca	Bianca	4,63954	0				0				4267	853	220	1339	5	1097	220	4446	889	260	1359	5	1057	260	1	1057	7993	120,61	392,5
Recording123	ProVisioNET_study_229_05	Male	Expert	Clicking_pen	1	fullstream	Carl(a)	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0													0																						10497														0				0			Bianca	Bianca		0				0				0				0			0				0			0				
Recording123	ProVisioNET_study_229_05	Male	Expert	Clicking_pen	1	fullstream	Classroom_Others	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0													0																						10497														1837	459	220	780	4	0	238	Bianca	Bianca	4,66442	0				0				1877	626	220	1057	3	0	1057	1957	652	260	1057	3	0	1057	0	2916	1057	206,34	120,61
Recording123	ProVisioNET_study_229_05	Male	Expert	Clicking_pen	1	fullstream	Disruptive_Person	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0													0																						10497														3878	776	220	1339	5	1097	220	Bianca	Bianca	4,61957	0				0				3878	776	220	1339	5	1097	220	4058	812	260	1359	5	1057	260	0	1057	7993	120,61	392,5
Recording123	ProVisioNET_study_229_05	Male	Expert	Clicking_pen	1	fullstream	Nametag_Bianca	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0													0																						10497														680	340	280	400	2	8073	400	Bianca	Bianca	4,68306	0				0				680	340	280	400	2	8073	400	820	410	340	480	2	7993	480	0	7993	8473	392,5	166,36
Recording123	ProVisioNET_study_229_05	Male	Expert	Clicking_pen_fix	1	fullstream	Anna	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0												11860	0																						10497														7596	760	120	1779	10	1677	859	Anna		4,76011	0				0				8335	1191	120	2459	7	1677	1239	8695	1242	160	2538	7	1637	1279	1	3176	2916	230,97	206,34
Recording123	ProVisioNET_study_229_05	Male	Expert	Clicking_pen_fix	1	fullstream	Bianca	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0												11860	0																						10497														10394	1039	180	2299	10	1097	220	Anna		4,70802	0				0				10794	1542	180	6016	7	1097	220	11074	1582	220	6036	7	1057	260	1	1057	7993	120,61	392,5
Recording123	ProVisioNET_study_229_05	Male	Expert	Clicking_pen_fix	1	fullstream	Carl(a)	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0												11860	0																						10497														800	400	340	460	2	18347	340	Anna		4,74763	0				0				800	400	340	460	2	18347	340	840	420	360	480	2	18327	360	0				
Recording123	ProVisioNET_study_229_05	Male	Expert	Clicking_pen_fix	1	fullstream	Classroom_Others	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0												11860	0																						10497														4175	348	200	780	12	0	238	Anna		4,74516	0				0				4395	628	220	1057	7	0	1057	4715	674	260	1057	7	0	1057	4	2916	1057	206,34	120,61
Recording123	ProVisioNET_study_229_05	Male	Expert	Clicking_pen_fix	1	fullstream	Disruptive_Person	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0												11860	0																						10497														3878	776	220	1339	5	1097	220	Anna		4,61957	0				0				3878	776	220	1339	5	1097	220	4058	812	260	1359	5	1057	260	0	1057	7993	120,61	392,5
Recording123	ProVisioNET_study_229_05	Male	Expert	Clicking_pen_fix	1	fullstream	Nametag_Bianca	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0												11860	0																						10497														1139	380	280	460	3	8073	400	Anna		4,72662	0				0				1139	380	280	460	3	8073	400	1339	446	340	520	3	7993	480	0	7993	8473	392,5	166,36
Recording123	ProVisioNET_study_229_05	Male	Expert	Drawing	1	fullstream	Anna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0																0																				6627													0				0			Carl(a)	Carl(a)		0				0				0				0			0				0			0				
Recording123	ProVisioNET_study_229_05	Male	Expert	Drawing	1	fullstream	Bianca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0																0																				6627													2299	766	80	1679	3	1565	80	Carl(a)	Carl(a)	4,94964	0				0				2339	1169	540	1799	2	1565	1799	2359	1179	560	1799	2	1565	1799	1		3364		357,62
Recording123	ProVisioNET_study_229_05	Male	Expert	Drawing	1	fullstream	Carl(a)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0																0																				6627													3309	662	106	2219	5	0	106	Carl(a)	Carl(a)	5,03465	0				0				3349	1116	106	2678	3	0	106	3529	1176	106	2778	3	0	106	2	3364	106	357,62	325,45
Recording123	ProVisioNET_study_229_05	Male	Expert	Drawing	1	fullstream	Disruptive_Person	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0																0																				6627													2299	766	80	1679	3	1565	80	Carl(a)	Carl(a)	4,94964	0				0				2339	1169	540	1799	2	1565	1799	2359	1179	560	1799	2	1565	1799	1		3364		357,62
Recording123	ProVisioNET_study_229_05	Male	Expert	Drawing	1	fullstream	Material_Teacher	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0																0																				6627													480	160	100	240	3	546	140	Carl(a)	Carl(a)	4,32807	0				0				840	840	840	840	1	546	840	879	879	879	879	1	506	879	0				
Recording123	ProVisioNET_study_229_05	Male	Expert	Drawing	1	fullstream	Nametag_Carl(a)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0																0																				6627													100	100	100	100	1	166	100	Carl(a)	Carl(a)	4,91007	0				0				100	100	100	100	1	166	100	160	160	160	160	1	106	160	0	106		325,45	
Recording123	ProVisioNET_study_229_05	Male	Expert	Drawing_fix	1	fullstream	Anna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0															7587	0																				6627													8087	809	120	2838	10	14737	2838	Anna	Anna	4,94238	0				0				8147	1018	300	2838	8	14737	2838	8547	1068	380	2858	8	14717	2858	1	17836	17576	432,35	393,78
Recording123	ProVisioNET_study_229_05	Male	Expert	Drawing_fix	1	fullstream	Bianca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0															7587	0																				6627													4277	428	80	1679	10	1565	80	Anna	Anna	4,95548	0				0				4317	480	80	1799	9	1565	1799	4857	540	160	1799	9	1565	1799	1	8401	3364	464,84	357,62
Recording123	ProVisioNET_study_229_05	Male	Expert	Drawing_fix	1	fullstream	Carl(a)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0															7587	0																				6627													6842	760	80	2219	9	0	106	Anna	Anna	4,98449	0				0				7022	1170	106	2678	6	0	106	7342	1224	106	2778	6	0	106	2	3364	106	357,62	325,45
Recording123	ProVisioNET_study_229_05	Male	Expert	Drawing_fix	1	fullstream	Classroom_Others	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0															7587	0																				6627													760	760	760	760	1	23292	760	Anna	Anna	4,5883	0				0				760	760	760	760	1	23292	760	819	819	819	819	1	23232	819	0	23232	24052	308,25	259,96
Recording123	ProVisioNET_study_229_05	Male	Expert	Drawing_fix	1	fullstream	Disruptive_Person	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0															7587	0																				6627													2299	766	80	1679	3	1565	80	Anna	Anna	4,94964	0				0				2339	1169	540	1799	2	1565	1799	2359	1179	560	1799	2	1565	1799	1		3364		357,62
Recording123	ProVisioNET_study_229_05	Male	Expert	Drawing_fix	1	fullstream	Material_Teacher	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0															7587	0																				6627													4118	294	100	919	14	546	140	Anna	Anna	4,43217	0				0				5317	1772	840	3558	3	546	840	5417	1806	879	3618	3	506	879	3				
Recording123	ProVisioNET_study_229_05	Male	Expert	Drawing_fix	1	fullstream	Nametag_Carl(a)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0															7587	0																				6627													100	100	100	100	1	166	100	Anna	Anna	4,91007	0				0				100	100	100	100	1	166	100	160	160	160	160	1	106	160	0	106		325,45	
Recording123	ProVisioNET_study_229_05	Male	Expert	Drumming_with_hands	1	fullstream	Anna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0																			0																		2722												1019	340	160	640	3	1411	220	Carl(a)	Carl(a)	4,95162	0				0				1059	530	420	640	2	1411	420	1219	610	520	700	2	1311	520	1	2630	1830	197,35	221,5
