Recording	Participant	Gender	Group	TOI	Interval	Media	Event_type	Validity	EventIndex	Start	Stop	Duration	AOI	Hit_proportion	FixationPointX	FixationPointY	Average_pupil_size
Recording094	ProVisioNET_study_125_01	Male	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Partial	7	28886	29246	360			0,4739	0,32084	3,75785
Recording094	ProVisioNET_study_125_01	Male	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Partial	8	29266	30000	734			0,49049	0,28461	3,60747
Recording094	ProVisioNET_study_125_01	Male	Novice	Calibration_phase2	1	fullstream	Fixation	Partial	1	0	1119	1119			0,46918	0,3392	3,61028
Recording094	ProVisioNET_study_125_01	Male	Novice	Calibration_phase2	1	fullstream	Fixation	Partial	2	1159	3318	2159			0,52364	0,31718	3,45841
Recording094	ProVisioNET_study_125_01	Male	Novice	Calibration_phase2	1	fullstream	Fixation	Partial	3	3338	4537	1199			0,48606	0,32286	3,59682
Recording094	ProVisioNET_study_125_01	Male	Novice	Calibration_phase2	1	fullstream	Fixation	Whole	4	4557	5457	899			0,45439	0,39219	3,71817
Recording094	ProVisioNET_study_125_01	Male	Novice	Calibration_phase2	1	fullstream	Fixation	Whole	5	5497	8035	2538			0,45287	0,3918	3,79715
Recording094	ProVisioNET_study_125_01	Male	Novice	Calibration_phase2	1	fullstream	Fixation	Whole	6	8055	8355	300			0,47382	0,3617	3,73697
Recording094	ProVisioNET_study_125_01	Male	Novice	Calibration_phase2	1	fullstream	Fixation	Whole	7	8395	12033	3638			0,51175	0,32954	3,75636
Recording094	ProVisioNET_study_125_01	Male	Novice	Calibration_phase2	1	fullstream	Fixation	Partial	8	12053	29477	17424			0,47219	0,31366	3,87299
Recording094	ProVisioNET_study_125_01	Male	Novice	Calibration_phase2_fix	1	fullstream	Fixation	Partial	1	0	1119	1119			0,46918	0,3392	3,61028
Recording094	ProVisioNET_study_125_01	Male	Novice	Calibration_phase2_fix	1	fullstream	Fixation	Partial	2	1159	3318	2159			0,52364	0,31718	3,45841
Recording094	ProVisioNET_study_125_01	Male	Novice	Calibration_phase2_fix	1	fullstream	Fixation	Partial	3	3338	4537	1199			0,48606	0,32286	3,59682
Recording094	ProVisioNET_study_125_01	Male	Novice	Calibration_phase2_fix	1	fullstream	Fixation	Whole	4	4557	5457	899			0,45439	0,39219	3,71817
Recording094	ProVisioNET_study_125_01	Male	Novice	Calibration_phase2_fix	1	fullstream	Fixation	Whole	5	5497	8035	2538			0,45287	0,3918	3,79715
Recording094	ProVisioNET_study_125_01	Male	Novice	Calibration_phase2_fix	1	fullstream	Fixation	Whole	6	8055	8355	300			0,47382	0,3617	3,73697
Recording094	ProVisioNET_study_125_01	Male	Novice	Calibration_phase2_fix	1	fullstream	Fixation	Whole	7	8395	12033	3638			0,51175	0,32954	3,75636
Recording094	ProVisioNET_study_125_01	Male	Novice	Calibration_phase2_fix	1	fullstream	Fixation	Whole	8	12053	29602	17550			0,47219	0,31366	3,87271
Recording094	ProVisioNET_study_125_01	Male	Novice	Calibration_phase2_fix	1	fullstream	Fixation	Whole	9	29642	29802	160			0,55542	0,35604	3,80643
Recording094	ProVisioNET_study_125_01	Male	Novice	Calibration_phase2_fix	1	fullstream	Fixation	Partial	10	29842	30000	158			0,4701	0,29253	3,77702
Recording094	ProVisioNET_study_125_01	Male	Novice	Chatting_with_neighbour	1	fullstream	Fixation	Partial	1	0	27	27	Board_Screen	1	0,25788	0,31794	3,73159
Recording094	ProVisioNET_study_125_01	Male	Novice	Chatting_with_neighbour	1	fullstream	Fixation	Whole	2	307	607	300	Bianca,Disruptive_Person	1	0,62117	0,28858	3,68545
Recording094	ProVisioNET_study_125_01	Male	Novice	Chatting_with_neighbour	1	fullstream	Fixation	Whole	3	667	927	260	Nametag_Bianca	1	0,49688	0,46494	3,5563
Recording094	ProVisioNET_study_125_01	Male	Novice	Chatting_with_neighbour	1	fullstream	Fixation	Whole	4	967	2786	1819	Bianca,Disruptive_Person	1	0,58869	0,38347	3,7317
Recording094	ProVisioNET_study_125_01	Male	Novice	Chatting_with_neighbour	1	fullstream	Fixation	Whole	5	2806	2886	80	Nametag_Bianca	1	0,53646	0,46473	3,7016
Recording094	ProVisioNET_study_125_01	Male	Novice	Chatting_with_neighbour	1	fullstream	Fixation	Partial	6	2926	3136	210	Anna	1	0,39133	0,31616	3,61263
Recording094	ProVisioNET_study_125_01	Male	Novice	Chatting_with_neighbour_fix	1	fullstream	Fixation	Partial	1	0	27	27	Board_Screen	1	0,25788	0,31794	3,73159
Recording094	ProVisioNET_study_125_01	Male	Novice	Chatting_with_neighbour_fix	1	fullstream	Fixation	Whole	2	307	607	300	Bianca,Disruptive_Person	1	0,62117	0,28858	3,68545
Recording094	ProVisioNET_study_125_01	Male	Novice	Chatting_with_neighbour_fix	1	fullstream	Fixation	Whole	3	667	927	260	Nametag_Bianca	1	0,49688	0,46494	3,5563
Recording094	ProVisioNET_study_125_01	Male	Novice	Chatting_with_neighbour_fix	1	fullstream	Fixation	Whole	4	967	2786	1819	Bianca,Disruptive_Person	1	0,58869	0,38347	3,7317
Recording094	ProVisioNET_study_125_01	Male	Novice	Chatting_with_neighbour_fix	1	fullstream	Fixation	Whole	5	2806	2886	80	Nametag_Bianca	1	0,53646	0,46473	3,7016
Recording094	ProVisioNET_study_125_01	Male	Novice	Chatting_with_neighbour_fix	1	fullstream	Fixation	Whole	6	2926	3166	240	Anna	1	0,39133	0,31616	3,61174
Recording094	ProVisioNET_study_125_01	Male	Novice	Chatting_with_neighbour_fix	1	fullstream	Fixation	Whole	7	3226	4805	1579	Bianca	0,98734	0,6203	0,16088	3,67652
Recording094	ProVisioNET_study_125_01	Male	Novice	Chatting_with_neighbour_fix	1	fullstream	Fixation	Whole	8	4865	5084	220	Material_Students	1	0,39821	0,3116	3,67297
Recording094	ProVisioNET_study_125_01	Male	Novice	Chatting_with_neighbour_fix	1	fullstream	Fixation	Whole	9	5164	6144	979	Bianca	1	0,58237	0,14898	3,60654
Recording094	ProVisioNET_study_125_01	Male	Novice	Chatting_with_neighbour_fix	1	fullstream	Fixation	Partial	10	6204	10321	4118	Anna	1	0,46426	0,33517	3,64941
Recording094	ProVisioNET_study_125_01	Male	Novice	Chatting_with_neighbour_fix	1	fullstream	Fixation	Partial	11	10341	18177	7835	Anna	1	0,50157	0,33443	3,72091
Recording094	ProVisioNET_study_125_01	Male	Novice	Chatting_with_neighbour_fix	1	fullstream	Fixation	Whole	12	18297	18397	100	Anna	1	0,55869	0,36559	3,70101
Recording094	ProVisioNET_study_125_01	Male	Novice	Chatting_with_neighbour_fix	1	fullstream	Fixation	Whole	13	18457	19016	560	Anna	1	0,55745	0,43835	3,70152
Recording094	ProVisioNET_study_125_01	Male	Novice	Chatting_with_neighbour_fix	1	fullstream	Fixation	Whole	14	19176	21775	2598	Anna	1	0,54423	0,36545	3,63207
Recording094	ProVisioNET_study_125_01	Male	Novice	Chatting_with_neighbour_fix	1	fullstream	Fixation	Whole	15	21834	22094	260	Bianca	1	0,74129	0,25218	3,7248
Recording094	ProVisioNET_study_125_01	Male	Novice	Chatting_with_neighbour_fix	1	fullstream	Fixation	Whole	16	22154	23573	1419	Anna	1	0,52666	0,36756	3,60737
Recording094	ProVisioNET_study_125_01	Male	Novice	Chatting_with_neighbour_fix	1	fullstream	Fixation	Whole	17	23853	23973	120	Board_Screen	1	0,29936	0,35525	3,67994
Recording094	ProVisioNET_study_125_01	Male	Novice	Chatting_with_neighbour_fix	1	fullstream	Fixation	Whole	18	23993	24193	200	Board_Screen	1	0,2531	0,27177	3,537
Recording094	ProVisioNET_study_125_01	Male	Novice	Chatting_with_neighbour_fix	1	fullstream	Fixation	Whole	19	24213	24413	200	Board_Screen	1	0,10398	0,2295	3,43731
Recording094	ProVisioNET_study_125_01	Male	Novice	Chatting_with_neighbour_fix	1	fullstream	Fixation	Whole	20	24453	24833	380	Board_Screen	1	0,27141	0,27485	3,32686
Recording094	ProVisioNET_study_125_01	Male	Novice	Chatting_with_neighbour_fix	1	fullstream	Fixation	Whole	21	24873	25432	560	Board_Screen	1	0,20403	0,29061	3,39483
Recording094	ProVisioNET_study_125_01	Male	Novice	Chatting_with_neighbour_fix	1	fullstream	Fixation	Whole	22	25472	25912	440	Board_Screen	1	0,33028	0,36866	3,41248
Recording094	ProVisioNET_study_125_01	Male	Novice	Chatting_with_neighbour_fix	1	fullstream	Fixation	Whole	23	26092	26931	840	Anna	1	0,6161	0,34201	3,56627
Recording094	ProVisioNET_study_125_01	Male	Novice	Chatting_with_neighbour_fix	1	fullstream	Fixation	Whole	24	27251	28251	999	Board_Screen	1	0,35247	0,32105	3,38707
Recording094	ProVisioNET_study_125_01	Male	Novice	Chatting_with_neighbour_fix	1	fullstream	Fixation	Whole	25	28271	28531	260	Board_Screen	1	0,4207	0,36327	3,31534
Recording094	ProVisioNET_study_125_01	Male	Novice	Chatting_with_neighbour_fix	1	fullstream	Fixation	Whole	26	28551	28770	220	Board_Screen	1	0,42827	0,31447	3,38627
Recording094	ProVisioNET_study_125_01	Male	Novice	Chatting_with_neighbour_fix	1	fullstream	Fixation	Whole	27	28790	28950	160	Board_Screen	1	0,37481	0,32276	3,46329
Recording094	ProVisioNET_study_125_01	Male	Novice	Chatting_with_neighbour_fix	1	fullstream	Fixation	Whole	28	29010	29350	340	Board_Screen	1	0,21914	0,18114	3,49636
Recording094	ProVisioNET_study_125_01	Male	Novice	Chatting_with_neighbour_fix	1	fullstream	Fixation	Whole	29	29690	29790	100	Classroom_Others	1	0,57543	0,32944	3,46746
Recording094	ProVisioNET_study_125_01	Male	Novice	Chatting_with_neighbour_fix	1	fullstream	Fixation	Partial	30	29810	30000	190	Anna	1	0,41351	0,35881	3,49424
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen	1	fullstream	Fixation	Partial	1	0	71	71	Carl(a)	1	0,37704	0,04257	2,98478
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen	1	fullstream	Fixation	Whole	2	91	171	80	Carl(a),Disruptive_Person	1	0,35455	0,18985	3,12232
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen	1	fullstream	Fixation	Whole	3	271	371	100	Carl(a),Disruptive_Person	1	0,40252	0,09967	2,87685
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen	1	fullstream	Fixation	Whole	4	530	1290	760	Material_Students	0,97367	0,38166	0,32818	3,34771
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen	1	fullstream	Fixation	Whole	5	1330	1810	480	Material_Students	1	0,36019	0,31942	3,44567
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen	1	fullstream	Fixation	Partial	6	1870	1970	100	Classroom_Others	1	0,58147	0,1481	3,59762
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen	1	fullstream	Fixation	Whole	7	1990	2669	680	Classroom_Others	1	0,43302	0,19521	3,50694
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen	1	fullstream	Fixation	Whole	8	3229	3709	480	Classroom_Others	1	0,57614	0,51031	3,43838
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen	1	fullstream	Fixation	Whole	9	3769	4188	420	Classroom_Others	1	0,47265	0,72321	3,6957
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen	1	fullstream	Fixation	Whole	10	4448	5108	660	Material_Teacher	1	0,64214	0,11675	3,76019
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen	1	fullstream	Fixation	Partial	11	5328	5508	180	Classroom_Others	1	0,4508	0,03994	3,51669
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen	1	fullstream	Fixation	Partial	12	5927	6107	180	Carl(a),Disruptive_Person	1	0,60329	0,05404	3,13207
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen	1	fullstream	Fixation	Partial	13	6127	6207	80	Carl(a),Disruptive_Person	1	0,5101	0,12862	3,51739
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen	1	fullstream	Fixation	Partial	14	6347	6787	440	Bianca	0,95453	0,36331	0,10672	3,38588
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen	1	fullstream	Fixation	Whole	15	6867	7027	160	Anna	0,74996	0,3025	0,27423	3,71957
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen	1	fullstream	Fixation	Whole	16	7107	7966	859	Anna	1	0,37728	0,2093	3,4893
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen	1	fullstream	Fixation	Partial	17	8066	8406	340	Material_Students	1	0,5693	0,32671	3,74472
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen	1	fullstream	Fixation	Whole	18	8466	9285	820	Anna	1	0,37358	0,31324	3,63243
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen	1	fullstream	Fixation	Whole	19	9505	10125	620	Nametag_Carl(a)	1	0,57487	0,36182	3,82563
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen	1	fullstream	Fixation	Whole	20	10205	10605	400	Nametag_Bianca	1	0,40531	0,32704	3,62367
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen	1	fullstream	Fixation	Whole	21	10624	11404	780	Bianca	1	0,51056	0,22927	3,7146
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen	1	fullstream	Fixation	Whole	22	11544	11864	320	Carl(a),Disruptive_Person	1	0,61004	0,25883	3,71857
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen	1	fullstream	Fixation	Whole	23	11904	12244	340	Carl(a),Disruptive_Person	1	0,53905	0,36314	3,70321
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen	1	fullstream	Fixation	Whole	24	12264	12423	160	Nametag_Carl(a)	1	0,57903	0,43447	3,81339
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen	1	fullstream	Fixation	Whole	25	12463	13263	800	Carl(a),Disruptive_Person	1	0,49094	0,25345	3,6662
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen	1	fullstream	Fixation	Whole	26	13283	13883	600	Carl(a),Disruptive_Person	1	0,55835	0,08397	3,50894
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen	1	fullstream	Fixation	Whole	27	13903	14002	100	Carl(a)	1	0,47675	0,27018	3,48486
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen	1	fullstream	Fixation	Whole	28	14082	14162	80	Carl(a),Disruptive_Person	1	0,51429	0,2632	3,57533
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen	1	fullstream	Fixation	Whole	29	14182	14322	140	Classroom_Others	1	0,41811	0,34532	3,63533
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen	1	fullstream	Fixation	Partial	30	14342	14622	280	Classroom_Others	1	0,45072	0,16962	3,5872
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen_fix	1	fullstream	Fixation	Partial	1	0	71	71	Carl(a)	1	0,37704	0,04257	2,98478
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen_fix	1	fullstream	Fixation	Whole	2	91	171	80	Carl(a),Disruptive_Person	1	0,35455	0,18985	3,12232
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen_fix	1	fullstream	Fixation	Whole	3	271	371	100	Carl(a),Disruptive_Person	1	0,40252	0,09967	2,87685
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen_fix	1	fullstream	Fixation	Whole	4	530	1290	760	Material_Students	0,97367	0,38166	0,32818	3,34771
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen_fix	1	fullstream	Fixation	Whole	5	1330	1810	480	Material_Students	1	0,36019	0,31942	3,44567
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen_fix	1	fullstream	Fixation	Partial	6	1870	1970	100	Classroom_Others	1	0,58147	0,1481	3,59762
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen_fix	1	fullstream	Fixation	Whole	7	1990	2669	680	Classroom_Others	1	0,43302	0,19521	3,50694
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen_fix	1	fullstream	Fixation	Whole	8	3229	3709	480	Classroom_Others	1	0,57614	0,51031	3,43838
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen_fix	1	fullstream	Fixation	Whole	9	3769	4188	420	Classroom_Others	1	0,47265	0,72321	3,6957
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen_fix	1	fullstream	Fixation	Whole	10	4448	5108	660	Material_Teacher	1	0,64214	0,11675	3,76019
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen_fix	1	fullstream	Fixation	Partial	11	5328	5508	180	Classroom_Others	1	0,4508	0,03994	3,51669
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen_fix	1	fullstream	Fixation	Partial	12	5927	6107	180	Carl(a),Disruptive_Person	1	0,60329	0,05404	3,13207
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen_fix	1	fullstream	Fixation	Partial	13	6127	6207	80	Carl(a),Disruptive_Person	1	0,5101	0,12862	3,51739
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen_fix	1	fullstream	Fixation	Partial	14	6347	6787	440	Bianca	0,95453	0,36331	0,10672	3,38588
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen_fix	1	fullstream	Fixation	Whole	15	6867	7027	160	Anna	0,74996	0,3025	0,27423	3,71957
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen_fix	1	fullstream	Fixation	Whole	16	7107	7966	859	Anna	1	0,37728	0,2093	3,4893
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen_fix	1	fullstream	Fixation	Partial	17	8066	8406	340	Material_Students	1	0,5693	0,32671	3,74472
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen_fix	1	fullstream	Fixation	Whole	18	8466	9285	820	Anna	1	0,37358	0,31324	3,63243
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen_fix	1	fullstream	Fixation	Whole	19	9505	10125	620	Nametag_Carl(a)	1	0,57487	0,36182	3,82563
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen_fix	1	fullstream	Fixation	Whole	20	10205	10605	400	Nametag_Bianca	1	0,40531	0,32704	3,62367
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen_fix	1	fullstream	Fixation	Whole	21	10624	11404	780	Bianca	1	0,51056	0,22927	3,7146
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen_fix	1	fullstream	Fixation	Whole	22	11544	11864	320	Carl(a),Disruptive_Person	1	0,61004	0,25883	3,71857
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen_fix	1	fullstream	Fixation	Whole	23	11904	12244	340	Carl(a),Disruptive_Person	1	0,53905	0,36314	3,70321
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen_fix	1	fullstream	Fixation	Whole	24	12264	12423	160	Nametag_Carl(a)	1	0,57903	0,43447	3,81339
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen_fix	1	fullstream	Fixation	Whole	25	12463	13263	800	Carl(a),Disruptive_Person	1	0,49094	0,25345	3,6662
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen_fix	1	fullstream	Fixation	Whole	26	13283	13883	600	Carl(a),Disruptive_Person	1	0,55835	0,08397	3,50894
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen_fix	1	fullstream	Fixation	Whole	27	13903	14002	100	Carl(a)	1	0,47675	0,27018	3,48486
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen_fix	1	fullstream	Fixation	Whole	28	14082	14162	80	Carl(a),Disruptive_Person	1	0,51429	0,2632	3,57533
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen_fix	1	fullstream	Fixation	Whole	29	14182	14322	140	Classroom_Others	1	0,41811	0,34532	3,63533
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen_fix	1	fullstream	Fixation	Partial	30	14342	14642	300	Classroom_Others	1	0,45072	0,16962	3,59602
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen_fix	1	fullstream	Fixation	Partial	31	14662	15022	360	Classroom_Others	1	0,46142	0,16573	3,48769
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen_fix	1	fullstream	Fixation	Whole	32	17860	17940	80		0	0,41109	0,31788	3,39961
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen_fix	1	fullstream	Fixation	Whole	33	18200	18280	80	Classroom_Others	1	0,47638	0,15425	3,34852
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen_fix	1	fullstream	Fixation	Whole	34	18340	18440	100	Anna	1	0,33807	0,30011	3,49353
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen_fix	1	fullstream	Fixation	Whole	35	18460	19020	560	Anna	1	0,38166	0,2636	3,43282
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen_fix	1	fullstream	Fixation	Whole	36	19239	19699	460	Carl(a)	1	0,62211	0,21887	3,63215
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen_fix	1	fullstream	Fixation	Whole	37	19779	20159	380	Bianca	1	0,42831	0,18385	3,53034
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen_fix	1	fullstream	Fixation	Whole	38	20219	20938	720	Anna	1	0,33353	0,23759	3,64601
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen_fix	1	fullstream	Fixation	Whole	39	20958	21338	380	Material_Students	1	0,35932	0,30502	3,77359
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen_fix	1	fullstream	Fixation	Whole	40	21398	22018	620	Material_Students	1	0,58443	0,27396	3,75063
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen_fix	1	fullstream	Fixation	Whole	41	22038	22438	400	Material_Students	1	0,52217	0,30971	3,69447
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen_fix	1	fullstream	Fixation	Whole	42	22477	22777	300	Carl(a)	1	0,5921	0,32028	3,74561
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen_fix	1	fullstream	Fixation	Whole	43	22837	23017	180	Bianca	1	0,36927	0,25189	3,60893
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen_fix	1	fullstream	Fixation	Whole	44	23077	23217	140	Carl(a)	1	0,56681	0,35532	3,71035
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen_fix	1	fullstream	Fixation	Whole	45	23237	23337	100	Classroom_Others	1	0,45729	0,38533	3,25796
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen_fix	1	fullstream	Fixation	Partial	46	26075	26435	360	Bianca	1	0,42245	0,31245	3,37621
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen_fix	1	fullstream	Fixation	Whole	47	26655	26935	280	Material_Students	1	0,51595	0,3929	3,58845
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen_fix	1	fullstream	Fixation	Whole	48	26955	27455	500	Nametag_Bianca	0,91995	0,5431	0,42019	3,71927
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen_fix	1	fullstream	Fixation	Whole	49	27534	28514	979	Anna	1	0,38089	0,29215	3,57442
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen_fix	1	fullstream	Fixation	Whole	50	28574	28994	420	Bianca	1	0,51741	0,1796	3,7364
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen_fix	1	fullstream	Fixation	Partial	51	29054	29653	600	Anna	1	0,34325	0,24175	3,66624
Recording094	ProVisioNET_study_125_01	Male	Novice	Clicking_pen_fix	1	fullstream	Fixation	Partial	52	29833	30000	167	Carl(a)	1	0,59256	0,20986	3,84298
Recording094	ProVisioNET_study_125_01	Male	Novice	Drawing	1	fullstream	Fixation	Partial	1	0	228	228	Bianca	1	0,35684	0,28244	3,50691
Recording094	ProVisioNET_study_125_01	Male	Novice	Drawing	1	fullstream	Fixation	Whole	2	248	947	700	Nametag_Bianca	1	0,41963	0,35101	3,60061
Recording094	ProVisioNET_study_125_01	Male	Novice	Drawing	1	fullstream	Fixation	Whole	3	987	1267	280	Bianca	1	0,49705	0,2565	3,61194
Recording094	ProVisioNET_study_125_01	Male	Novice	Drawing	1	fullstream	Fixation	Whole	4	1327	2207	879	Anna	1	0,36873	0,24888	3,58713
Recording094	ProVisioNET_study_125_01	Male	Novice	Drawing	1	fullstream	Fixation	Whole	5	2227	3226	999	Nametag_Anna	1	0,44105	0,34435	3,76994
Recording094	ProVisioNET_study_125_01	Male	Novice	Drawing	1	fullstream	Fixation	Partial	6	3286	3426	140	Material_Students	1	0,6154	0,29775	3,73451
Recording094	ProVisioNET_study_125_01	Male	Novice	Drawing	1	fullstream	Fixation	Partial	7	3446	3886	440	Nametag_Bianca	1	0,49805	0,38389	3,73641
Recording094	ProVisioNET_study_125_01	Male	Novice	Drawing	1	fullstream	Fixation	Partial	8	3906	4345	440	Bianca	1	0,51495	0,30188	3,67
Recording094	ProVisioNET_study_125_01	Male	Novice	Drawing	1	fullstream	Fixation	Whole	9	4525	7284	2758	Carl(a),Disruptive_Person	1	0,54528	0,37445	3,52812
